order_id,order_date,store_id,region,channel,category,product,units,unit_price,discount_pct,unit_cost,customer_segment,payment_method,returned,satisfaction,gross_sales,discount_amount,net_sales,total_cost,gross_profit,margin_pct,is_high_value_order
ORD-000100,2025-03-01,CDMX-01,Centro,Online,Hogar,Licuadora,1,963.85,0.5,555.18,Recurrente,Tarjeta,False,5,963.85,481.92,481.93,555.18,-73.25,-15.2,False
ORD-000467,2025-03-01,MER-01,Sureste,Tienda,Oficina,Lámpara LED,1,546.6,0.0,236.53,Recurrente,Tarjeta,False,4,546.6,0.0,546.6,236.53,310.07,56.73,False
ORD-000705,2025-03-01,MER-01,Sureste,Online,Deportes,Mochila deportiva,6,761.0,0.0,347.4,Nuevo,Efectivo,False,5,4566.0,0.0,4566.0,2084.4,2481.6,54.35,False
ORD-001341,2025-03-01,VER-01,Golfo,Tienda,Deportes,Tapete de yoga,1,389.22,0.05,161.59,Recurrente,Transferencia,False,2,389.22,19.46,369.76,161.59,208.17,56.3,False
ORD-001369,2025-03-01,MTY-01,Norte,Tienda,Deportes,Mancuernas 10 kg,1,900.72,0.05,518.38,Nuevo,Efectivo,False,2,900.72,45.04,855.68,518.38,337.3,39.42,False
ORD-001538,2025-03-01,CHH-01,Norte,Tienda,Electrónica,Teclado mecánico,1,1229.5,0.1,691.59,Empresa,Tarjeta,False,4,1229.5,122.95,1106.55,691.59,414.96,37.5,False
ORD-001542,2025-03-01,CHH-01,Norte,Online,Deportes,Mancuernas 10 kg,1,919.9,0.2,524.02,Recurrente,Transferencia,False,5,919.9,183.98,735.92,524.02,211.9,28.79,False
ORD-002413,2025-03-01,CAN-01,Sureste,Tienda,Electrónica,Monitor 24 pulgadas,2,3326.69,0.3,2333.12,Recurrente,Tarjeta,True,4,6653.38,1996.01,4657.37,4666.24,-8.87,-0.19,False
ORD-003078,2025-03-01,MTY-02,Norte,Tienda,Deportes,Tapete de yoga,3,413.85,0.05,160.92,Nuevo,Tarjeta,False,5,1241.55,62.08,1179.47,482.76,696.71,59.07,False
ORD-003162,2025-03-01,CDMX-02,Centro,Tienda,Hogar,Juego de sábanas,2,614.18,0.05,308.39,Recurrente,Tarjeta,False,4,1228.36,61.42,1166.94,616.78,550.16,47.15,False
ORD-000040,2025-03-02,CHH-01,Norte,Tienda,Hogar,Juego de sábanas,1,647.73,0.3,301.32,Recurrente,Tarjeta,False,4,647.73,194.32,453.41,301.32,152.09,33.54,False
ORD-000169,2025-03-02,MER-01,Sureste,Online,Oficina,Silla ergonómica,4,2846.04,0.2,1813.0,Recurrente,Efectivo,False,4,11384.16,2276.83,9107.33,7252.0,1855.33,20.37,True
ORD-000218,2025-03-02,VER-01,Golfo,Online,Oficina,Organizador de escritorio,2,292.81,0.1,105.73,Recurrente,Transferencia,True,4,585.62,58.56,527.06,211.46,315.6,59.88,False
ORD-000304,2025-03-02,MTY-01,Norte,Tienda,Hogar,Cafetera programable,1,1539.45,0.05,872.3,Nuevo,Tarjeta,False,4,1539.45,76.97,1462.48,872.3,590.18,40.35,False
ORD-001889,2025-03-02,VER-01,Golfo,Tienda,Deportes,Mancuernas 10 kg,1,896.18,0.0,508.2,Recurrente,Tarjeta,False,5,896.18,0.0,896.18,508.2,387.98,43.29,False
ORD-002212,2025-03-02,PUE-01,Centro,Online,Oficina,Silla ergonómica,2,2815.9,0.0,1829.25,Recurrente,Tarjeta,False,3,5631.8,0.0,5631.8,3658.5,1973.3,35.04,False
ORD-000671,2025-03-03,MTY-01,Norte,Online,Oficina,Organizador de escritorio,5,287.48,0.0,104.1,Recurrente,Efectivo,False,5,1437.4,0.0,1437.4,520.5,916.9,63.79,False
ORD-001418,2025-03-03,CHH-01,Norte,Tienda,Electrónica,Monitor 24 pulgadas,1,3403.71,0.2,2353.27,Empresa,Efectivo,False,5,3403.71,680.74,2722.97,2353.27,369.7,13.58,False
ORD-001914,2025-03-03,ZAP-01,Occidente,Tienda,Electrónica,Teclado mecánico,3,1190.16,0.15,717.81,Recurrente,Efectivo,False,4,3570.48,535.57,3034.91,2153.43,881.48,29.04,False
ORD-002014,2025-03-03,CHH-01,Norte,Tienda,Deportes,Mancuernas 10 kg,4,907.47,0.3,509.55,Nuevo,Tarjeta,False,1,3629.88,1088.96,2540.92,2038.2,502.72,19.78,False
ORD-002099,2025-03-03,CAN-01,Sureste,Tienda,Electrónica,Audífonos Bluetooth,2,721.17,0.1,390.34,Recurrente,Tarjeta,False,5,1442.34,144.23,1298.11,780.68,517.43,39.86,False
ORD-001068,2025-03-04,CAN-01,Sureste,Tienda,Oficina,Lámpara LED,3,551.14,0.0,244.81,Recurrente,Tarjeta,False,5,1653.42,0.0,1653.42,734.43,918.99,55.58,False
ORD-001332,2025-03-04,CDMX-01,Centro,Online,Oficina,Organizador de escritorio,4,293.42,0.2,104.73,Nuevo,Tarjeta,False,3,1173.68,234.74,938.94,418.92,520.02,55.38,False
ORD-002169,2025-03-04,CAN-01,Sureste,Tienda,Electrónica,Audífonos Bluetooth,2,708.54,0.15,388.46,Recurrente,Transferencia,False,4,1417.08,212.56,1204.52,776.92,427.6,35.5,False
ORD-002305,2025-03-04,GDL-02,Occidente,Tienda,Electrónica,Teclado mecánico,4,1238.52,0.05,703.22,Nuevo,Tarjeta,True,3,4954.08,247.7,4706.38,2812.88,1893.5,40.23,False
ORD-000362,2025-03-05,GDL-01,Occidente,Tienda,Hogar,Cafetera programable,2,1510.97,0.15,881.98,Nuevo,Tarjeta,False,4,3021.94,453.29,2568.65,1763.96,804.69,31.33,False
ORD-000494,2025-03-05,CDMX-01,Centro,Tienda,Hogar,Cafetera programable,4,1550.22,0.0,868.2,Nuevo,Tarjeta,False,1,6200.88,0.0,6200.88,3472.8,2728.08,44.0,True
ORD-000694,2025-03-05,PUE-01,Centro,Tienda,Oficina,Silla ergonómica,1,2828.1,0.0,1846.82,Recurrente,Efectivo,False,4,2828.1,0.0,2828.1,1846.82,981.28,34.7,False
ORD-000748,2025-03-05,MER-01,Sureste,Tienda,Electrónica,Teclado mecánico,3,1232.64,0.05,734.13,Nuevo,Efectivo,False,5,3697.92,184.9,3513.02,2202.39,1310.63,37.31,False
ORD-002180,2025-03-05,GDL-01,Occidente,Tienda,Deportes,Tapete de yoga,5,404.44,0.1,159.71,Empresa,Efectivo,False,5,2022.2,202.22,1819.98,798.55,1021.43,56.12,False
ORD-002399,2025-03-05,PUE-01,Centro,Tienda,Oficina,Organizador de escritorio,2,280.05,0.0,104.13,Nuevo,Transferencia,True,5,560.1,0.0,560.1,208.26,351.84,62.82,False
ORD-002551,2025-03-05,MTY-01,Norte,Tienda,Deportes,Tapete de yoga,1,410.5,0.05,158.88,Recurrente,Efectivo,False,5,410.5,20.52,389.98,158.88,231.1,59.26,False
ORD-002575,2025-03-05,MTY-01,Norte,Online,Electrónica,Monitor 24 pulgadas,2,3397.16,0.1,2401.25,Nuevo,Tarjeta,False,4,6794.32,679.43,6114.89,4802.5,1312.39,21.46,True
ORD-003122,2025-03-05,MTY-01,Norte,Tienda,Electrónica,Audífonos Bluetooth,1,714.7,0.05,388.75,Nuevo,Transferencia,False,5,714.7,35.74,678.96,388.75,290.21,42.74,False
ORD-000131,2025-03-06,CDMX-01,Centro,Tienda,Hogar,Cafetera programable,2,1531.62,0.15,862.17,Empresa,Tarjeta,False,3,3063.24,459.49,2603.75,1724.34,879.41,33.77,False
ORD-000368,2025-03-06,CHH-01,Norte,Tienda,Oficina,Organizador de escritorio,1,290.8,0.05,105.17,Recurrente,Efectivo,False,4,290.8,14.54,276.26,105.17,171.09,61.93,False
ORD-001307,2025-03-06,MER-01,Sureste,Online,Electrónica,Monitor 24 pulgadas,1,3420.92,0.05,2304.61,Recurrente,Tarjeta,False,3,3420.92,171.05,3249.87,2304.61,945.26,29.09,False
ORD-001477,2025-03-06,ZAP-01,Occidente,Tienda,Deportes,Mancuernas 10 kg,3,908.63,0.2,528.59,Nuevo,Tarjeta,False,5,2725.89,545.18,2180.71,1585.77,594.94,27.28,False
ORD-001532,2025-03-06,PUE-01,Centro,Tienda,Electrónica,Teclado mecánico,2,1208.27,0.1,719.9,Recurrente,Tarjeta,False,4,2416.54,241.65,2174.89,1439.8,735.09,33.8,False
ORD-001535,2025-03-06,GDL-02,Occidente,Tienda,Electrónica,Teclado mecánico,2,1193.66,0.2,702.32,Empresa,Tarjeta,False,5,2387.32,477.46,1909.86,1404.64,505.22,26.45,False
ORD-001612,2025-03-06,CDMX-01,Centro,Tienda,Hogar,Licuadora,1,965.25,0.15,559.53,Recurrente,Tarjeta,False,4,965.25,144.79,820.46,559.53,260.93,31.8,False
ORD-001664,2025-03-06,CDMX-02,Centro,Online,Electrónica,Monitor 24 pulgadas,2,3360.29,0.0,2339.65,Empresa,Efectivo,False,3,6720.58,0.0,6720.58,4679.3,2041.28,30.37,True
ORD-001844,2025-03-06,MTY-02,Norte,Tienda,Oficina,Organizador de escritorio,2,279.56,0.0,104.57,Recurrente,Tarjeta,False,2,559.12,0.0,559.12,209.14,349.98,62.59,False
ORD-002033,2025-03-06,CHH-01,Norte,Online,Hogar,Cafetera programable,2,1492.81,0.0,858.05,Recurrente,Tarjeta,False,5,2985.62,0.0,2985.62,1716.1,1269.52,42.52,False
ORD-002203,2025-03-06,CHH-01,Norte,Online,Deportes,Mancuernas 10 kg,3,891.78,0.15,516.62,Recurrente,Tarjeta,True,5,2675.34,401.3,2274.04,1549.86,724.18,31.85,False
ORD-002822,2025-03-06,MER-01,Sureste,Tienda,Oficina,Organizador de escritorio,1,286.97,0.0,107.03,Recurrente,Tarjeta,False,5,286.97,0.0,286.97,107.03,179.94,62.7,False
ORD-002944,2025-03-06,CAN-01,Sureste,Tienda,Electrónica,Monitor 24 pulgadas,2,3352.25,0.1,2381.57,Nuevo,Tarjeta,False,1,6704.5,670.45,6034.05,4763.14,1270.91,21.06,False
ORD-002970,2025-03-06,CHH-01,Norte,Tienda,Electrónica,Monitor 24 pulgadas,3,3435.74,0.1,2371.44,Recurrente,Tarjeta,False,5,10307.22,1030.72,9276.5,7114.32,2162.18,23.31,True
ORD-003199,2025-03-06,CHH-01,Norte,Tienda,Electrónica,Teclado mecánico,1,1204.77,0.0,709.82,Recurrente,Efectivo,True,4,1204.77,0.0,1204.77,709.82,494.95,41.08,False
ORD-000111,2025-03-07,ZAP-01,Occidente,Tienda,Deportes,Mancuernas 10 kg,1,918.7,0.3,519.01,Recurrente,Tarjeta,False,4,918.7,275.61,643.09,519.01,124.08,19.29,False
ORD-000124,2025-03-07,MTY-02,Norte,Tienda,Deportes,Mancuernas 10 kg,1,926.75,0.2,514.82,Nuevo,Tarjeta,True,4,926.75,185.35,741.4,514.82,226.58,30.56,False
ORD-000487,2025-03-07,ZAP-01,Occidente,Tienda,Electrónica,Teclado mecánico,3,1197.17,0.0,727.81,Recurrente,Tarjeta,False,5,3591.51,0.0,3591.51,2183.43,1408.08,39.21,False
ORD-000773,2025-03-07,GDL-02,Occidente,Tienda,Deportes,Tapete de yoga,1,395.47,0.05,156.14,Nuevo,Efectivo,False,3,395.47,19.77,375.7,156.14,219.56,58.44,False
ORD-001546,2025-03-07,MTY-02,Norte,Tienda,Deportes,Tapete de yoga,1,402.37,0.05,161.65,Empresa,Tarjeta,False,5,402.37,20.12,382.25,161.65,220.6,57.71,False
ORD-001950,2025-03-07,CDMX-02,Centro,Tienda,Deportes,Mancuernas 10 kg,2,930.42,0.2,518.19,Recurrente,Tarjeta,False,4,1860.84,372.17,1488.67,1036.38,452.29,30.38,False
ORD-002224,2025-03-07,ZAP-01,Occidente,Online,Hogar,Juego de sábanas,2,643.66,0.15,303.85,Nuevo,Tarjeta,False,4,1287.32,193.1,1094.22,607.7,486.52,44.46,False
ORD-002848,2025-03-07,GDL-02,Occidente,Tienda,Oficina,Organizador de escritorio,4,296.0,0.1,107.28,Recurrente,Tarjeta,False,2,1184.0,118.4,1065.6,429.12,636.48,59.73,False
ORD-003013,2025-03-07,CDMX-02,Centro,Tienda,Electrónica,Audífonos Bluetooth,1,688.85,0.1,376.47,Recurrente,Efectivo,False,5,688.85,68.89,619.96,376.47,243.49,39.28,False
ORD-003191,2025-03-07,CDMX-01,Centro,Tienda,Electrónica,Teclado mecánico,2,1167.27,0.1,692.06,Nuevo,Tarjeta,False,4,2334.54,233.45,2101.09,1384.12,716.97,34.12,False
ORD-003387,2025-03-07,GDL-01,Occidente,Tienda,Deportes,Mochila deportiva,1,753.55,0.05,340.18,Nuevo,Tarjeta,False,3,753.55,37.68,715.87,340.18,375.69,52.48,False
ORD-003516,2025-03-07,MER-01,Sureste,Online,Hogar,Licuadora,2,1004.08,0.05,555.76,Recurrente,Tarjeta,False,4,2008.16,100.41,1907.75,1111.52,796.23,41.74,False
ORD-000374,2025-03-08,GDL-02,Occidente,Online,Hogar,Juego de sábanas,2,641.84,0.1,306.67,Nuevo,Efectivo,False,5,1283.68,128.37,1155.31,613.34,541.97,46.91,False
ORD-000439,2025-03-08,GDL-02,Occidente,Tienda,Oficina,Organizador de escritorio,3,294.26,0.05,107.82,Recurrente,Efectivo,False,3,882.78,44.14,838.64,323.46,515.18,61.43,False
ORD-001267,2025-03-08,ZAP-01,Occidente,Tienda,Electrónica,Audífonos Bluetooth,1,731.8,0.0,380.65,Recurrente,Tarjeta,False,4,731.8,0.0,731.8,380.65,351.15,47.98,False
ORD-001272,2025-03-08,CHH-01,Norte,Tienda,Hogar,Juego de sábanas,3,655.74,0.2,306.97,Recurrente,Tarjeta,False,3,1967.22,393.44,1573.78,920.91,652.87,41.48,False
ORD-001711,2025-03-08,PUE-01,Centro,Tienda,Hogar,Cafetera programable,2,1506.75,0.1,863.41,Recurrente,Tarjeta,False,4,3013.5,301.35,2712.15,1726.82,985.33,36.33,False
ORD-001976,2025-03-08,PUE-01,Centro,Online,Hogar,Cafetera programable,2,1450.48,0.05,853.45,Recurrente,Efectivo,False,5,2900.96,145.05,2755.91,1706.9,1049.01,38.06,False
ORD-002870,2025-03-08,CHH-01,Norte,Tienda,Oficina,Lámpara LED,6,559.01,0.1,236.92,Nuevo,Efectivo,False,5,3354.06,335.41,3018.65,1421.52,1597.13,52.91,False
ORD-002949,2025-03-08,GDL-02,Occidente,Tienda,Hogar,Cafetera programable,1,1484.01,0.0,850.06,Recurrente,Tarjeta,False,3,1484.01,0.0,1484.01,850.06,633.95,42.72,False
ORD-002999,2025-03-08,VER-01,Golfo,Tienda,Deportes,Mancuernas 10 kg,1,910.05,0.2,520.74,Nuevo,Transferencia,False,5,910.05,182.01,728.04,520.74,207.3,28.47,False
ORD-003056,2025-03-08,CDMX-01,Centro,Tienda,Deportes,Mochila deportiva,1,746.05,0.0,326.7,Recurrente,Tarjeta,False,4,746.05,0.0,746.05,326.7,419.35,56.21,False
ORD-000096,2025-03-09,MTY-02,Norte,Tienda,Deportes,Mancuernas 10 kg,2,871.39,0.0,522.85,Recurrente,Tarjeta,False,4,1742.78,0.0,1742.78,1045.7,697.08,40.0,False
ORD-001722,2025-03-09,MER-01,Sureste,Tienda,Deportes,Tapete de yoga,5,401.18,0.0,158.09,Nuevo,Efectivo,False,2,2005.9,0.0,2005.9,790.45,1215.45,60.59,False
ORD-001977,2025-03-09,CAN-01,Sureste,Tienda,Hogar,Cafetera programable,2,1520.38,0.2,859.46,Recurrente,Tarjeta,False,5,3040.76,608.15,2432.61,1718.92,713.69,29.34,False
ORD-002047,2025-03-09,MTY-02,Norte,Tienda,Electrónica,Audífonos Bluetooth,1,717.6,0.0,382.25,Nuevo,Transferencia,False,3,717.6,0.0,717.6,382.25,335.35,46.73,False
ORD-002252,2025-03-09,MER-01,Sureste,Tienda,Deportes,Mochila deportiva,1,714.93,0.0,337.0,Recurrente,Efectivo,False,5,714.93,0.0,714.93,337.0,377.93,52.86,False
ORD-002677,2025-03-09,GDL-01,Occidente,Tienda,Oficina,Silla ergonómica,2,2934.89,0.15,1832.81,Nuevo,Transferencia,False,4,5869.78,880.47,4989.31,3665.62,1323.69,26.53,False
ORD-002759,2025-03-09,ZAP-01,Occidente,Online,Deportes,Mochila deportiva,4,758.57,0.1,333.42,Recurrente,Tarjeta,False,5,3034.28,303.43,2730.85,1333.68,1397.17,51.16,False
ORD-002803,2025-03-09,VER-01,Golfo,Tienda,Hogar,Juego de sábanas,2,646.55,0.2,312.99,Nuevo,Transferencia,False,5,1293.1,258.62,1034.48,625.98,408.5,39.49,False
ORD-002975,2025-03-09,CAN-01,Sureste,Tienda,Oficina,Silla ergonómica,2,2913.99,0.1,1805.26,Nuevo,Tarjeta,False,5,5827.98,582.8,5245.18,3610.52,1634.66,31.16,False
ORD-000138,2025-03-10,GDL-02,Occidente,Tienda,Deportes,Tapete de yoga,3,391.34,0.1,163.84,Nuevo,Tarjeta,False,3,1174.02,117.4,1056.62,491.52,565.1,53.48,False
ORD-000139,2025-03-10,GDL-01,Occidente,Online,Deportes,Mancuernas 10 kg,1,897.54,0.1,521.84,Nuevo,Tarjeta,False,5,897.54,89.75,807.79,521.84,285.95,35.4,False
ORD-002031,2025-03-10,CHH-01,Norte,Tienda,Electrónica,Audífonos Bluetooth,1,684.78,0.0,381.94,Nuevo,Tarjeta,False,5,684.78,0.0,684.78,381.94,302.84,44.22,False
ORD-002301,2025-03-10,MER-01,Sureste,Online,Hogar,Cafetera programable,3,1490.2,0.2,872.1,Empresa,Tarjeta,False,3,4470.6,894.12,3576.48,2616.3,960.18,26.85,False
ORD-002678,2025-03-10,CDMX-02,Centro,Tienda,Oficina,Lámpara LED,1,544.44,0.0,237.93,Empresa,Efectivo,False,1,544.44,0.0,544.44,237.93,306.51,56.3,False
ORD-002810,2025-03-10,MTY-01,Norte,Online,Oficina,Organizador de escritorio,1,290.2,0.0,104.05,Nuevo,Tarjeta,False,3,290.2,0.0,290.2,104.05,186.15,64.15,False
ORD-002907,2025-03-10,CDMX-01,Centro,Tienda,Hogar,Juego de sábanas,4,634.9,0.1,311.47,Recurrente,Tarjeta,False,5,2539.6,253.96,2285.64,1245.88,1039.76,45.49,False
ORD-003232,2025-03-10,CHH-01,Norte,Tienda,Hogar,Cafetera programable,2,1486.23,0.3,864.23,Recurrente,Efectivo,False,3,2972.46,891.74,2080.72,1728.46,352.26,16.93,False
ORD-002248,2025-03-11,MER-01,Sureste,Online,Deportes,Tapete de yoga,6,404.51,0.15,152.27,Recurrente,Tarjeta,False,4,2427.06,364.06,2063.0,913.62,1149.38,55.71,False
ORD-002458,2025-03-11,ZAP-01,Occidente,Tienda,Electrónica,Audífonos Bluetooth,1,722.82,0.1,378.51,Nuevo,Efectivo,False,3,722.82,72.28,650.54,378.51,272.03,41.82,False
ORD-002667,2025-03-11,CDMX-01,Centro,Online,Deportes,Mancuernas 10 kg,3,877.87,0.15,523.41,Nuevo,Tarjeta,False,4,2633.61,395.04,2238.57,1570.23,668.34,29.86,False
ORD-002852,2025-03-11,CDMX-02,Centro,Online,Hogar,Cafetera programable,5,1427.98,0.1,847.71,Recurrente,Tarjeta,False,5,7139.9,713.99,6425.91,4238.55,2187.36,34.04,True
ORD-003096,2025-03-11,MTY-01,Norte,Online,Oficina,Silla ergonómica,2,2921.65,0.05,1816.98,Recurrente,Tarjeta,False,5,5843.3,292.17,5551.13,3633.96,1917.17,34.54,False
ORD-000179,2025-03-12,MER-01,Sureste,Tienda,Deportes,Mochila deportiva,2,760.96,0.0,343.56,Nuevo,Efectivo,False,4,1521.92,0.0,1521.92,687.12,834.8,54.85,False
ORD-000341,2025-03-12,ZAP-01,Occidente,Tienda,Electrónica,Monitor 24 pulgadas,1,3290.36,0.0,2340.75,Nuevo,Efectivo,False,4,3290.36,0.0,3290.36,2340.75,949.61,28.86,False
ORD-000433,2025-03-12,CDMX-02,Centro,Online,Electrónica,Monitor 24 pulgadas,2,3371.53,0.05,2332.2,Empresa,Tarjeta,False,5,6743.06,337.15,6405.91,4664.4,1741.51,27.19,True
ORD-000491,2025-03-12,GDL-02,Occidente,Tienda,Hogar,Juego de sábanas,2,645.69,0.0,315.1,Nuevo,Efectivo,False,4,1291.38,0.0,1291.38,630.2,661.18,51.2,False
ORD-001342,2025-03-12,CDMX-01,Centro,Tienda,Deportes,Tapete de yoga,1,391.56,0.1,157.39,Nuevo,Efectivo,False,1,391.56,39.16,352.4,157.39,195.01,55.34,False
ORD-001648,2025-03-12,CAN-01,Sureste,Online,Electrónica,Teclado mecánico,3,1213.82,0.0,722.09,Recurrente,Tarjeta,False,1,3641.46,0.0,3641.46,2166.27,1475.19,40.51,False
ORD-001822,2025-03-12,CDMX-02,Centro,Tienda,Oficina,Lámpara LED,1,541.66,0.1,244.61,Nuevo,Efectivo,False,5,541.66,54.17,487.49,244.61,242.88,49.82,False
ORD-001955,2025-03-12,CDMX-02,Centro,Online,Hogar,Cafetera programable,3,1458.03,0.05,866.78,Recurrente,Efectivo,False,3,4374.09,218.7,4155.39,2600.34,1555.05,37.42,False
ORD-002057,2025-03-12,GDL-02,Occidente,Tienda,Hogar,Cafetera programable,4,1476.59,0.1,879.72,Empresa,Tarjeta,False,5,5906.36,590.64,5315.72,3518.88,1796.84,33.8,False
ORD-002419,2025-03-12,MER-01,Sureste,Tienda,Electrónica,Teclado mecánico,2,1193.13,0.0,727.69,Recurrente,Efectivo,False,2,2386.26,0.0,2386.26,1455.38,930.88,39.01,False
ORD-002544,2025-03-12,CAN-01,Sureste,Tienda,Hogar,Licuadora,2,1018.68,0.1,563.94,Recurrente,Transferencia,False,4,2037.36,203.74,1833.62,1127.88,705.74,38.49,False
ORD-002807,2025-03-12,CDMX-02,Centro,Tienda,Deportes,Mochila deportiva,2,749.76,0.1,338.82,Nuevo,Efectivo,False,5,1499.52,149.95,1349.57,677.64,671.93,49.79,False
ORD-003074,2025-03-12,MER-01,Sureste,Online,Hogar,Juego de sábanas,5,645.25,0.0,311.29,Recurrente,Transferencia,False,4,3226.25,0.0,3226.25,1556.45,1669.8,51.76,False
ORD-003417,2025-03-12,CHH-01,Norte,Tienda,Oficina,Lámpara LED,6,529.64,0.0,244.6,Nuevo,Efectivo,False,4,3177.84,0.0,3177.84,1467.6,1710.24,53.82,False
ORD-003468,2025-03-12,MTY-01,Norte,Tienda,Electrónica,Teclado mecánico,4,1206.81,0.1,716.08,Nuevo,Efectivo,False,5,4827.24,482.72,4344.52,2864.32,1480.2,34.07,False
ORD-003500,2025-03-12,MTY-02,Norte,Online,Deportes,Mancuernas 10 kg,3,918.38,0.2,516.7,Nuevo,Efectivo,True,5,2755.14,551.03,2204.11,1550.1,654.01,29.67,False
ORD-000241,2025-03-13,PUE-01,Centro,Tienda,Oficina,Lámpara LED,1,538.26,0.1,235.71,Nuevo,Tarjeta,False,5,538.26,53.83,484.43,235.71,248.72,51.34,False
ORD-000351,2025-03-13,ZAP-01,Occidente,Tienda,Deportes,Tapete de yoga,2,412.12,0.05,158.47,Recurrente,Efectivo,False,5,824.24,41.21,783.03,316.94,466.09,59.52,False
ORD-000402,2025-03-13,GDL-02,Occidente,Tienda,Electrónica,Audífonos Bluetooth,2,705.77,0.0,389.91,Empresa,Tarjeta,False,1,1411.54,0.0,1411.54,779.82,631.72,44.75,False
ORD-000412,2025-03-13,CHH-01,Norte,Online,Oficina,Organizador de escritorio,2,282.79,0.05,104.44,Recurrente,Tarjeta,False,3,565.58,28.28,537.3,208.88,328.42,61.12,False
ORD-000675,2025-03-13,MER-01,Sureste,Tienda,Oficina,Silla ergonómica,1,2887.5,0.1,1784.02,Empresa,Efectivo,True,5,2887.5,288.75,2598.75,1784.02,814.73,31.35,False
ORD-000909,2025-03-13,ZAP-01,Occidente,Online,Hogar,Licuadora,1,1006.58,0.0,550.67,Recurrente,Tarjeta,False,2,1006.58,0.0,1006.58,550.67,455.91,45.29,False
ORD-001222,2025-03-13,GDL-01,Occidente,Tienda,Oficina,Organizador de escritorio,2,275.16,0.1,102.51,Recurrente,Tarjeta,False,3,550.32,55.03,495.29,205.02,290.27,58.61,False
ORD-001513,2025-03-13,ZAP-01,Occidente,Tienda,Hogar,Juego de sábanas,1,663.25,0.05,313.88,Recurrente,Tarjeta,False,5,663.25,33.16,630.09,313.88,316.21,50.18,False
ORD-001968,2025-03-13,MER-01,Sureste,Tienda,Electrónica,Audífonos Bluetooth,1,716.61,0.05,385.29,Recurrente,Tarjeta,False,4,716.61,35.83,680.78,385.29,295.49,43.4,False
ORD-002011,2025-03-13,CHH-01,Norte,Tienda,Electrónica,Monitor 24 pulgadas,2,3370.69,0.05,2344.92,Recurrente,Tarjeta,True,3,6741.38,337.07,6404.31,4689.84,1714.47,26.77,True
ORD-002187,2025-03-13,CDMX-01,Centro,Online,Deportes,Tapete de yoga,3,392.34,0.15,156.98,Recurrente,Efectivo,False,4,1177.02,176.55,1000.47,470.94,529.53,52.93,False
ORD-002535,2025-03-13,MTY-02,Norte,Tienda,Deportes,Tapete de yoga,1,375.56,0.1,157.23,Recurrente,Tarjeta,False,4,375.56,37.56,338.0,157.23,180.77,53.48,False
ORD-003010,2025-03-13,PUE-01,Centro,Online,Electrónica,Teclado mecánico,1,1227.66,0.15,714.69,Recurrente,Transferencia,True,5,1227.66,184.15,1043.51,714.69,328.82,31.51,False
ORD-003082,2025-03-13,VER-01,Golfo,Online,Oficina,Silla ergonómica,2,2999.17,0.2,1831.37,Nuevo,Tarjeta,False,2,5998.34,1199.67,4798.67,3662.74,1135.93,23.67,False
ORD-003165,2025-03-13,CDMX-01,Centro,Online,Electrónica,Monitor 24 pulgadas,2,3399.05,0.1,2373.57,Recurrente,Efectivo,False,5,6798.1,679.81,6118.29,4747.14,1371.15,22.41,True
ORD-003553,2025-03-13,PUE-01,Centro,Tienda,Deportes,Mancuernas 10 kg,3,899.76,0.0,531.5,Nuevo,Efectivo,False,2,2699.28,0.0,2699.28,1594.5,1104.78,40.93,False
ORD-000335,2025-03-14,GDL-02,Occidente,Tienda,Hogar,Juego de sábanas,3,634.88,0.1,307.23,Recurrente,Tarjeta,False,4,1904.64,190.46,1714.18,921.69,792.49,46.23,False
ORD-000514,2025-03-14,CDMX-01,Centro,Tienda,Hogar,Juego de sábanas,3,636.24,0.0,308.65,Recurrente,Efectivo,False,5,1908.72,0.0,1908.72,925.95,982.77,51.49,False
ORD-001725,2025-03-14,MTY-01,Norte,Tienda,Oficina,Organizador de escritorio,1,296.51,0.05,104.99,Recurrente,Tarjeta,False,5,296.51,14.83,281.68,104.99,176.69,62.73,False
ORD-002773,2025-03-14,GDL-01,Occidente,Tienda,Electrónica,Teclado mecánico,5,1222.35,0.1,730.27,Recurrente,Efectivo,False,5,6111.75,611.18,5500.57,3651.35,1849.22,33.62,False
ORD-003224,2025-03-14,GDL-02,Occidente,Online,Deportes,Mancuernas 10 kg,1,889.31,0.0,511.91,Recurrente,Tarjeta,True,5,889.31,0.0,889.31,511.91,377.4,42.44,False
ORD-003295,2025-03-14,MTY-02,Norte,Tienda,Hogar,Cafetera programable,1,1542.57,0.1,863.99,Recurrente,Efectivo,False,3,1542.57,154.26,1388.31,863.99,524.32,37.77,False
ORD-003356,2025-03-14,ZAP-01,Occidente,Tienda,Deportes,Mancuernas 10 kg,2,906.39,0.3,517.38,Recurrente,Tarjeta,False,5,1812.78,543.83,1268.95,1034.76,234.19,18.46,False
ORD-000028,2025-03-15,ZAP-01,Occidente,Tienda,Electrónica,Audífonos Bluetooth,3,705.57,0.15,382.48,Recurrente,Tarjeta,False,4,2116.71,317.51,1799.2,1147.44,651.76,36.22,False
ORD-000276,2025-03-15,CHH-01,Norte,Online,Oficina,Organizador de escritorio,1,289.29,0.0,103.35,Nuevo,Tarjeta,False,5,289.29,0.0,289.29,103.35,185.94,64.27,False
