order_id,order_date,store_id,region,channel,category,product,units,unit_price,discount_pct,unit_cost,customer_segment,payment_method,returned,satisfaction
ORD-003107,2025-11-14,CHH-01,Norte,Online,Electrónica,Audífonos Bluetooth,1,748.24,0.0,389.32,Recurrente,Tarjeta,False,4.0
ORD-000809,2025-09-26,ZAP-01,Occidente,Tienda,Electrónica,Teclado mecánico,1,1129.18,0.05,730.72,Nuevo,Tarjeta,False,3.0
ORD-000821,2025-04-30,CHH-01,Norte,Online,Oficina,Lámpara LED,1,559.87,0.1,241.93,Nuevo,Efectivo,False,4.0
ORD-001512,2025-02-09,CDMX-01,Centro,Tienda,Electrónica,Monitor 24 pulgadas,3,3324.2,0.1,2332.03,Recurrente,Tarjeta,True,4.0
ORD-002111,2025-09-26,ZAP-01,Occidente,Online,Hogar,Juego de sábanas,2,665.5,0.1,311.25,Recurrente,Tarjeta,True,5.0
ORD-001152,2025-12-11,ZAP-01,Occidente,Online,Deportes,Mancuernas 10 kg,6,974.53,0.0,526.54,Recurrente,Tarjeta,False,5.0
ORD-000839,2025-09-04,GDL-01,Occidente,Online,Deportes,Tapete de yoga,4,393.05,0.2,154.74,Recurrente,Transferencia,True,2.0
ORD-001526,2025-09-11,CHH-01,Norte,Online,Oficina,Organizador de escritorio,1,295.44,0.2,106.02,Nuevo,Tarjeta,False,4.0
ORD-002593,2025-03-16,GDL-02,Occidente,Online,Hogar,Licuadora,1,978.5,0.1,561.89,Recurrente,Tarjeta,False,3.0
ORD-003589,2025-05-23,CDMX-01,Centro,Online,Deportes,Mochila deportiva,3,746.27,0.15,342.0,Nuevo,Tarjeta,False,5.0
ORD-001300,2025-02-16,MER-01,Sureste,Online,Electrónica,Teclado mecánico,5,1237.29,0.2,725.59,Nuevo,Transferencia,False,4.0
ORD-003100,2025-09-19,CAN-01,Sureste,Tienda,Deportes,Mancuernas 10 kg,3,849.8,0.1,527.35,Nuevo,Tarjeta,False,5.0
ORD-003477,2025-02-19,CAN-01,Sureste,Online,Oficina,Lámpara LED,1,538.11,0.05,242.69,Recurrente,Tarjeta,False,3.0
ORD-003065,2025-01-30,CDMX-02,Centro,Tienda,Oficina,Organizador de escritorio,2,285.22,0.0,103.43,Nuevo,Tarjeta,False,5.0
ORD-003063,2025-11-18,ZAP-01,Occidente,Tienda,Hogar,Cafetera programable,1,1591.67,0.0,880.59,Recurrente,Tarjeta,False,2.0
ORD-000107,2025-07-16,CDMX-02,Centro,Tienda,Deportes,Tapete de yoga,1,410.81,0.0,160.7,Recurrente,Tarjeta,True,5.0
ORD-002119,2025-09-08,CHH-01,Norte,Tienda,Electrónica,Audífonos Bluetooth,4,717.24,0.0,386.72,Recurrente,Transferencia,False,4.0
ORD-002630,2025-12-25,CDMX-01,Centro,Tienda,Electrónica,Teclado mecánico,1,1281.53,0.15,731.8,Nuevo,Efectivo,False,4.0
ORD-003121,2025-09-13,GDL-01,Occidente,Tienda,Electrónica,Teclado mecánico,4,1261.24,0.15,734.4,Empresa,Transferencia,False,5.0
ORD-003241,2025-02-11,MTY-01,Norte,Tienda,Deportes,Mochila deportiva,3,753.99,0.0,339.84,Nuevo,Tarjeta,True,5.0
ORD-002844,2025-03-19,GDL-01,Occidente,Tienda,Deportes,Mancuernas 10 kg,1,891.1,0.0,502.32,Nuevo,Efectivo,False,3.0
ORD-002716,2025-11-11,MER-01,Sureste,Tienda,Hogar,Licuadora,2,1094.47,0.0,568.19,Recurrente,Tarjeta,False,2.0
ORD-001575,2025-06-25,VER-01,Golfo,Tienda,Electrónica,Teclado mecánico,2,1259.25,0.2,722.77,Recurrente,Tarjeta,False,5.0
ORD-002950,2025-08-18,CAN-01,Sureste,Tienda,Hogar,Cafetera programable,3,1489.37,0.05,871.17,Empresa,Transferencia,False,3.0
ORD-001430,2025-07-17,CHH-01,Norte,Tienda,Deportes,Mancuernas 10 kg,1,889.34,0.05,512.81,Nuevo,Tarjeta,False,5.0
ORD-000748,2025-03-05,MER-01,Sureste,Tienda,Electrónica,Teclado mecánico,3,1232.64,0.05,734.13,Nuevo,Efectivo,False,5.0
ORD-002582,2025-10-02,MTY-01,Norte,Online,Oficina,Organizador de escritorio,1,280.5,0.05,106.1,Nuevo,Tarjeta,False,4.0
ORD-001732,2025-11-09,MTY-01,Norte,Tienda,Oficina,Silla ergonómica,1,3251.28,0.2,1821.01,Recurrente,Efectivo,False,3.0
ORD-001764,2025-02-10,GDL-01,Occidente,Tienda,Hogar,Cafetera programable,2,1466.12,0.2,863.22,Nuevo,Transferencia,False,3.0
ORD-001771,2025-08-27,CHH-01,Norte,Tienda,Hogar,Juego de sábanas,2,662.93,0.1,309.48,Recurrente,Transferencia,False,2.0
ORD-003119,2025-06-10,CHH-01,Norte,Online,Oficina,Silla ergonómica,4,2954.73,0.0,1795.04,Recurrente,Tarjeta,False,3.0
ORD-000641,2025-05-03,MTY-01,Norte,Tienda,Electrónica,Monitor 24 pulgadas,1,3334.47,0.1,2374.38,Recurrente,Tarjeta,True,5.0
ORD-000310,2025-07-15,ZAP-01,Occidente,Online,Hogar,Licuadora,4,1013.45,0.1,554.35,Recurrente,Tarjeta,False,3.0
ORD-001111,2025-02-15,CDMX-01,Centro,Tienda,Deportes,Mochila deportiva,1,759.19,0.05,337.38,Recurrente,Efectivo,False,3.0
ORD-002757,2025-10-07,MTY-02,Norte,Tienda,Oficina,Lámpara LED,1,557.39,0.0,240.21,Recurrente,Tarjeta,False,4.0
ORD-000950,2025-11-16,GDL-02,Occidente,Online,Electrónica,Teclado mecánico,2,1321.83,0.05,723.67,Recurrente,Efectivo,False,5.0
ORD-002732,2025-04-05,VER-01,Golfo,Tienda,Deportes,Mancuernas 10 kg,6,886.29,0.15,511.66,Recurrente,Efectivo,False,5.0
ORD-000259,2025-07-30,MER-01,Sureste,Tienda,Electrónica,Teclado mecánico,1,1169.63,0.05,712.54,Recurrente,Tarjeta,True,4.0
ORD-001305,2025-10-21,ZAP-01,Occidente,Tienda,Electrónica,Audífonos Bluetooth,5,695.42,0.15,372.43,Nuevo,Transferencia,False,4.0
ORD-002595,2025-01-12,MER-01,Sureste,Online,Oficina,Silla ergonómica,4,3031.8,0.1,1807.19,Recurrente,Tarjeta,False,2.0
ORD-001519,2025-09-15,MER-01,Sureste,Online,Deportes,Mochila deportiva,2,753.71,0.05,347.67,Recurrente,Tarjeta,False,4.0
ORD-000289,2025-10-17,VER-01,Golfo,Tienda,Oficina,Silla ergonómica,1,2687.17,0.0,1842.24,Recurrente,Tarjeta,False,3.0
ORD-002812,2025-07-04,GDL-02,Occidente,Tienda,Electrónica,Teclado mecánico,1,1240.09,0.15,717.0,Nuevo,Transferencia,False,4.0
ORD-003410,2025-04-03,MTY-02,Norte,Tienda,Hogar,Juego de sábanas,4,662.11,0.15,303.53,Nuevo,Tarjeta,False,5.0
ORD-001666,2025-07-06,VER-01,Golfo,Tienda,Hogar,Juego de sábanas,1,670.01,0.0,309.41,Recurrente,Efectivo,True,4.0
ORD-000009,2025-04-05,VER-01,Golfo,Tienda,Oficina,Lámpara LED,1,564.33,0.05,234.85,Recurrente,Efectivo,False,4.0
ORD-000272,2025-01-05,MER-01,Sureste,Tienda,Oficina,Organizador de escritorio,2,279.04,0.2,105.55,Empresa,Efectivo,False,5.0
ORD-000463,2025-08-02,MTY-02,Norte,Tienda,Deportes,Mancuernas 10 kg,2,963.54,0.1,528.34,Recurrente,Efectivo,False,3.0
ORD-002920,2025-10-30,GDL-02,Occidente,Online,Hogar,Juego de sábanas,1,644.8,0.1,311.26,Nuevo,Transferencia,False,4.0
ORD-002117,2025-07-21,MTY-02,Norte,Online,Deportes,Tapete de yoga,4,405.27,0.0,158.83,Empresa,Tarjeta,False,3.0
ORD-001665,2025-05-24,VER-01,Golfo,Tienda,Electrónica,Teclado mecánico,4,1189.85,0.1,724.17,Empresa,Efectivo,False,5.0
ORD-000587,2025-05-01,GDL-01,Occidente,Online,Deportes,Mochila deportiva,2,753.04,0.05,343.9,Nuevo,Tarjeta,False,5.0
ORD-001296,2025-09-07,CDMX-02,Centro,Online,Deportes,Mochila deportiva,2,803.92,0.0,336.01,Recurrente,Tarjeta,False,5.0
ORD-002490,2025-11-03,PUE-01,Centro,Tienda,Deportes,Tapete de yoga,1,436.7,0.1,163.13,Nuevo,Tarjeta,False,5.0
ORD-003076,2025-04-05,GDL-02,Occidente,Tienda,Electrónica,Teclado mecánico,1,1164.29,0.2,730.61,Recurrente,Tarjeta,False,5.0
ORD-000859,2025-07-02,GDL-01,Occidente,Tienda,Hogar,Juego de sábanas,1,654.69,0.0,311.27,Nuevo,Tarjeta,False,5.0
ORD-000753,2025-11-04,GDL-02,Occidente,Tienda,Electrónica,Audífonos Bluetooth,1,737.38,0.0,387.35,Recurrente,Tarjeta,False,5.0
ORD-003503,2025-06-01,GDL-02,Occidente,Online,Oficina,Silla ergonómica,3,2892.51,0.05,1854.1,Recurrente,Tarjeta,True,1.0
ORD-003088,2025-05-21,ZAP-01,Occidente,Tienda,Oficina,Organizador de escritorio,1,295.36,0.05,105.84,Nuevo,Transferencia,False,5.0
ORD-001517,2025-03-19,CHH-01,Norte,Tienda,Electrónica,Audífonos Bluetooth,1,718.08,0.15,378.17,Recurrente,Transferencia,False,5.0
ORD-002351,2025-11-18,ZAP-01,Occidente,Tienda,Hogar,Cafetera programable,3,1655.17,0.0,866.82,Nuevo,Efectivo,True,3.0
ORD-002155,2025-10-25,GDL-02,Occidente,Tienda,Hogar,Licuadora,4,1021.53,0.2,555.47,Nuevo,Tarjeta,False,5.0
ORD-001156,2025-06-14,PUE-01,Centro,Tienda,Electrónica,Audífonos Bluetooth,4,653.95,0.05,378.78,Empresa,Tarjeta,False,4.0
ORD-002092,2025-05-31,MTY-01,Norte,Online,Deportes,Mancuernas 10 kg,2,931.65,0.1,516.17,Recurrente,Efectivo,False,4.0
ORD-003116,2025-04-08,CDMX-02,Centro,Tienda,Hogar,Juego de sábanas,1,651.64,0.0,309.88,Recurrente,Transferencia,False,4.0
ORD-002577,2025-07-23,GDL-02,Occidente,Tienda,Electrónica,Teclado mecánico,2,1217.54,0.15,717.79,Recurrente,Tarjeta,False,4.0
ORD-001019,2025-06-29,GDL-01,Occidente,Tienda,Hogar,Cafetera programable,4,1565.1,0.3,858.07,Nuevo,Tarjeta,True,5.0
ORD-003010,2025-03-13,PUE-01,Centro,Online,Electrónica,Teclado mecánico,1,1227.66,0.15,714.69,Recurrente,Transferencia,True,5.0
ORD-001548,2025-03-29,PUE-01,Centro,Online,Oficina,Lámpara LED,3,574.55,0.0,234.83,Nuevo,Tarjeta,False,4.0
ORD-000672,2025-09-06,GDL-01,Occidente,Tienda,Oficina,Silla ergonómica,1,2950.68,0.0,1842.27,Nuevo,Tarjeta,False,4.0
ORD-001460,2025-10-22,GDL-01,Occidente,Tienda,Electrónica,Monitor 24 pulgadas,2,3299.86,0.2,2383.91,Empresa,Efectivo,False,2.0
ORD-003378,2025-05-27,MTY-02,Norte,Tienda,Deportes,Mochila deportiva,6,776.35,0.0,340.13,Recurrente,Efectivo,False,4.0
ORD-002143,2025-12-10,GDL-02,Occidente,Tienda,Deportes,Mochila deportiva,2,808.95,0.0,334.52,Recurrente,Tarjeta,False,4.0
ORD-002612,2025-11-10,VER-01,Golfo,Tienda,Oficina,Silla ergonómica,2,3300.72,0.05,1841.2,Recurrente,Efectivo,False,5.0
ORD-001675,2025-08-18,GDL-02,Occidente,Tienda,Deportes,Mochila deportiva,1,765.93,0.2,333.73,Recurrente,Tarjeta,False,4.0
ORD-000405,2025-07-11,GDL-02,Occidente,Online,Hogar,Juego de sábanas,2,629.42,0.05,306.69,Empresa,Tarjeta,True,4.0
ORD-003278,2025-05-03,CDMX-01,Centro,Online,Electrónica,Teclado mecánico,1,1199.67,0.0,734.91,Recurrente,Tarjeta,False,5.0
ORD-003237,2025-08-28,CDMX-02,Centro,Tienda,Deportes,Mochila deportiva,1,728.87,0.0,348.37,Nuevo,Efectivo,False,5.0
ORD-000762,2025-06-14,CAN-01,Sureste,Tienda,Electrónica,Teclado mecánico,2,1208.82,0.1,693.27,Nuevo,Tarjeta,False,5.0
ORD-003299,2025-02-06,GDL-01,Occidente,Online,Deportes,Tapete de yoga,1,414.08,0.15,161.76,Empresa,Efectivo,False,5.0
ORD-001371,2025-11-22,VER-01,Golfo,Online,Oficina,Organizador de escritorio,2,327.7,0.1,106.7,Recurrente,Tarjeta,False,4.0
ORD-001129,2025-01-27,ZAP-01,Occidente,Tienda,Oficina,Organizador de escritorio,3,286.06,0.05,105.89,Empresa,Tarjeta,False,3.0
ORD-000150,2025-12-24,MTY-02,Norte,Tienda,Electrónica,Monitor 24 pulgadas,1,3694.29,0.1,2349.38,Recurrente,Transferencia,False,5.0
ORD-002474,2025-05-08,ZAP-01,Occidente,Tienda,Electrónica,Audífonos Bluetooth,1,744.77,0.0,381.58,Recurrente,Efectivo,False,4.0
ORD-001640,2025-02-09,CHH-01,Norte,Online,Electrónica,Teclado mecánico,1,1198.17,0.05,715.09,Recurrente,Tarjeta,False,3.0
ORD-000269,2025-10-17,MTY-01,Norte,Tienda,Hogar,Juego de sábanas,2,658.05,0.05,311.34,Recurrente,Efectivo,False,5.0
ORD-002552,2025-06-12,MER-01,Sureste,Online,Oficina,Organizador de escritorio,6,295.88,0.1,106.44,Nuevo,Efectivo,False,5.0
ORD-000397,2025-06-16,GDL-01,Occidente,Tienda,Electrónica,Audífonos Bluetooth,2,722.91,0.05,389.63,Recurrente,Efectivo,False,4.0
ORD-000399,2025-07-02,MTY-01,Norte,Online,Deportes,Mancuernas 10 kg,1,923.19,0.0,527.19,Recurrente,Tarjeta,True,4.0
ORD-000714,2025-10-18,GDL-02,Occidente,Online,Electrónica,Monitor 24 pulgadas,2,3250.31,0.0,2327.37,Recurrente,Efectivo,False,5.0
ORD-000062,2025-08-02,PUE-01,Centro,Tienda,Oficina,Lámpara LED,3,536.11,0.2,240.17,Nuevo,Tarjeta,False,5.0
ORD-002194,2025-05-09,VER-01,Golfo,Tienda,Oficina,Organizador de escritorio,2,297.16,0.3,102.23,Nuevo,Efectivo,False,5.0
ORD-000437,2025-05-09,CDMX-02,Centro,Online,Deportes,Tapete de yoga,1,391.12,0.05,159.99,Recurrente,Tarjeta,False,4.0
ORD-000746,2025-08-19,GDL-02,Occidente,Tienda,Hogar,Licuadora,2,993.31,0.15,555.65,Nuevo,Transferencia,False,4.0
ORD-002105,2025-04-14,GDL-01,Occidente,Tienda,Hogar,Licuadora,1,1002.74,0.15,568.47,Empresa,Efectivo,False,2.0
ORD-001379,2025-12-05,MER-01,Sureste,Tienda,Electrónica,Monitor 24 pulgadas,1,3593.2,0.15,2376.48,Nuevo,Efectivo,False,3.0
ORD-000598,2025-09-10,GDL-02,Occidente,Online,Hogar,Juego de sábanas,1,653.01,0.1,307.2,Nuevo,Efectivo,False,5.0
ORD-003371,2025-08-29,ZAP-01,Occidente,Tienda,Oficina,Lámpara LED,2,545.72,0.05,236.99,Recurrente,Efectivo,False,5.0
ORD-002828,2025-10-15,MTY-01,Norte,Tienda,Hogar,Cafetera programable,5,1461.82,0.3,891.01,Recurrente,Tarjeta,False,1.0
ORD-002449,2025-07-04,CDMX-01,Centro,Online,Electrónica,Teclado mecánico,2,1178.73,0.0,710.61,Nuevo,Tarjeta,False,3.0
ORD-001353,2025-02-14,ZAP-01,Occidente,Online,Hogar,Cafetera programable,2,1489.58,0.0,853.31,Recurrente,Efectivo,False,4.0
ORD-000309,2025-11-18,GDL-02,Occidente,Online,Electrónica,Audífonos Bluetooth,1,824.21,0.0,393.39,Nuevo,Tarjeta,False,5.0
ORD-001091,2025-11-21,CDMX-01,Centro,Tienda,Oficina,Organizador de escritorio,2,321.88,0.0,107.17,Empresa,Efectivo,False,2.0
ORD-001135,2025-05-06,CDMX-01,Centro,Tienda,Deportes,Mochila deportiva,4,770.96,0.0,338.01,Empresa,Efectivo,False,4.0
ORD-002058,2025-03-26,CAN-01,Sureste,Online,Oficina,Organizador de escritorio,1,297.22,0.3,103.57,Recurrente,Tarjeta,False,3.0
ORD-001994,2025-05-06,GDL-02,Occidente,Online,Oficina,Lámpara LED,1,523.02,0.05,242.06,Recurrente,Tarjeta,False,5.0
ORD-000845,2025-02-13,GDL-01,Occidente,Online,Electrónica,Audífonos Bluetooth,1,678.05,0.0,377.7,Nuevo,Tarjeta,False,4.0
ORD-000638,2025-09-30,CDMX-01,Centro,Tienda,Electrónica,Audífonos Bluetooth,1,686.42,0.2,390.0,Recurrente,Efectivo,False,4.0
ORD-002469,2025-02-28,MTY-01,Norte,Online,Oficina,Silla ergonómica,1,3004.27,0.3,1833.63,Recurrente,Tarjeta,False,4.0
ORD-001481,2025-10-06,MER-01,Sureste,Tienda,Oficina,Silla ergonómica,3,2978.35,0.0,1810.03,Recurrente,Tarjeta,False,3.0
ORD-001762,2025-07-10,ZAP-01,Occidente,Tienda,Oficina,Organizador de escritorio,6,280.28,0.0,104.1,Nuevo,Efectivo,False,3.0
ORD-001375,2025-10-14,MER-01,Sureste,Tienda,Deportes,Mancuernas 10 kg,3,891.26,0.15,519.01,Recurrente,Tarjeta,False,5.0
ORD-003293,2025-07-16,PUE-01,Centro,Tienda,Deportes,Tapete de yoga,1,409.0,0.05,158.39,Recurrente,Efectivo,False,5.0
ORD-002136,2025-07-29,CDMX-02,Centro,Online,Oficina,Lámpara LED,1,543.11,0.0,237.85,Nuevo,Tarjeta,False,5.0
ORD-002257,2025-11-10,MTY-01,Norte,Tienda,Hogar,Cafetera programable,1,1648.11,0.05,888.49,Recurrente,Transferencia,False,5.0
ORD-001973,2025-12-09,CDMX-01,Centro,Online,Deportes,Mochila deportiva,4,836.29,0.3,333.17,Nuevo,Efectivo,False,5.0
ORD-003382,2025-07-22,CAN-01,Sureste,Online,Deportes,Tapete de yoga,1,395.37,0.2,159.2,Recurrente,Tarjeta,False,4.0
ORD-001282,2025-10-13,CDMX-02,Centro,Tienda,Deportes,Mochila deportiva,3,759.51,0.0,339.52,Empresa,Transferencia,False,3.0
ORD-000274,2025-07-08,CHH-01,Norte,Tienda,Deportes,Tapete de yoga,3,386.13,0.15,160.2,Recurrente,Tarjeta,False,1.0
ORD-001193,2025-01-12,ZAP-01,Occidente,Online,Electrónica,Audífonos Bluetooth,1,709.06,0.1,377.05,Recurrente,Tarjeta,False,4.0
ORD-002998,2025-10-22,MTY-01,Norte,Tienda,Oficina,Silla ergonómica,4,3000.71,0.0,1847.92,Recurrente,Efectivo,False,5.0
ORD-001009,2025-11-07,GDL-02,Occidente,Online,Electrónica,Audífonos Bluetooth,5,736.21,0.1,398.91,Recurrente,Tarjeta,False,5.0
ORD-000970,2025-09-18,CDMX-01,Centro,Online,Deportes,Mochila deportiva,1,784.79,0.0,341.41,Recurrente,Efectivo,False,2.0
ORD-002311,2025-05-02,MTY-02,Norte,Tienda,Oficina,Lámpara LED,6,520.36,0.05,238.73,Recurrente,Tarjeta,False,3.0
ORD-001397,2025-06-21,PUE-01,Centro,Tienda,Hogar,Juego de sábanas,1,663.11,0.0,310.9,Recurrente,Tarjeta,False,5.0
ORD-003468,2025-03-12,MTY-01,Norte,Tienda,Electrónica,Teclado mecánico,4,1206.81,0.1,716.08,Nuevo,Efectivo,False,5.0
ORD-003180,2025-04-21,ZAP-01,Occidente,Tienda,Hogar,Juego de sábanas,1,662.02,0.0,306.14,Nuevo,Tarjeta,False,2.0
ORD-000303,2025-07-06,VER-01,Golfo,Tienda,Electrónica,Audífonos Bluetooth,1,730.7,0.05,381.2,Nuevo,Tarjeta,False,3.0
ORD-003033,2025-11-23,PUE-01,Centro,Online,Hogar,Cafetera programable,1,1596.95,0.2,871.09,Nuevo,Tarjeta,False,4.0
ORD-001262,2025-08-10,MTY-02,Norte,Tienda,Electrónica,Audífonos Bluetooth,2,701.64,0.15,379.45,Empresa,Efectivo,False,5.0
ORD-000778,2025-12-24,MTY-02,Norte,Tienda,Hogar,Juego de sábanas,2,680.45,0.15,308.31,Empresa,Transferencia,False,2.0
ORD-002937,2025-09-07,CAN-01,Sureste,Online,Oficina,Silla ergonómica,1,2949.95,0.0,1834.16,Recurrente,Tarjeta,False,5.0
ORD-002751,2025-01-26,MTY-01,Norte,Tienda,Deportes,Mochila deportiva,2,707.26,0.2,344.62,Recurrente,Tarjeta,False,3.0
ORD-003473,2025-05-02,CAN-01,Sureste,Online,Electrónica,Monitor 24 pulgadas,5,3207.28,0.1,2346.05,Nuevo,Transferencia,True,5.0
ORD-000752,2025-02-15,CDMX-02,Centro,Tienda,Deportes,Mancuernas 10 kg,1,865.02,0.05,528.48,Nuevo,Tarjeta,False,
ORD-002250,2025-10-23,MTY-01,Norte,Tienda,Oficina,Organizador de escritorio,2,280.55,0.05,105.5,Recurrente,Tarjeta,False,5.0
ORD-000317,2025-12-11,CHH-01,Norte,Tienda,Hogar,Cafetera programable,1,1705.43,0.3,885.93,Recurrente,Tarjeta,False,4.0
ORD-002258,2025-03-21,GDL-02,Occidente,Tienda,Electrónica,Monitor 24 pulgadas,3,3364.46,0.15,2361.67,Nuevo,Tarjeta,False,5.0
ORD-001756,2025-12-22,VER-01,Golfo,Tienda,Hogar,Cafetera programable,5,1607.55,0.15,854.01,Nuevo,Tarjeta,False,4.0
ORD-002547,2025-06-03,CHH-01,Norte,Tienda,Hogar,Cafetera programable,1,1496.33,0.05,865.88,Recurrente,Efectivo,False,4.0
ORD-000517,2025-11-08,VER-01,Golfo,Online,Electrónica,Monitor 24 pulgadas,1,3717.51,0.3,2384.24,Nuevo,Tarjeta,True,5.0
ORD-000655,2025-06-06,MTY-01,Norte,Tienda,Deportes,Tapete de yoga,1,382.85,0.0,161.89,Nuevo,Tarjeta,False,5.0
ORD-002588,2025-12-26,CAN-01,Sureste,Tienda,Hogar,Cafetera programable,1,1710.22,0.1,864.52,Recurrente,Efectivo,False,4.0
ORD-002044,2025-07-15,CHH-01,Norte,Online,Oficina,Lámpara LED,6,520.42,0.0,240.12,Nuevo,Efectivo,False,2.0
ORD-000108,2025-07-11,ZAP-01,Occidente,Online,Hogar,Licuadora,2,1003.71,0.15,548.46,Recurrente,Tarjeta,False,4.0
ORD-003364,2025-07-07,CAN-01,Sureste,Tienda,Oficina,Organizador de escritorio,2,288.51,0.0,103.93,Recurrente,Tarjeta,False,4.0
ORD-000576,2025-01-23,MTY-01,Norte,Tienda,Hogar,Juego de sábanas,2,650.51,0.0,310.33,Recurrente,Tarjeta,False,5.0
ORD-002889,2025-11-01,CDMX-01,Centro,Online,Electrónica,Monitor 24 pulgadas,2,3648.6,0.0,2391.64,Recurrente,Tarjeta,True,3.0
ORD-003127,2025-01-23,MTY-02,Norte,Online,Deportes,Mancuernas 10 kg,2,932.95,0.15,512.88,Nuevo,Tarjeta,False,5.0
ORD-002322,2025-11-13,CDMX-01,Centro,Online,Electrónica,Audífonos Bluetooth,6,796.18,0.0,378.48,Recurrente,Tarjeta,False,3.0
ORD-002288,2025-02-21,PUE-01,Centro,Tienda,Hogar,Juego de sábanas,1,659.42,0.15,306.54,Recurrente,Tarjeta,False,4.0
ORD-000006,2025-04-07,CAN-01,Sureste,Online,Oficina,Lámpara LED,1,536.51,0.1,238.89,Nuevo,Tarjeta,False,3.0
ORD-000372,2025-07-08,VER-01,Golfo,Tienda,Deportes,Mancuernas 10 kg,5,903.56,0.15,531.29,Recurrente,Tarjeta,False,4.0
ORD-001420,2025-11-21,CHH-01,Norte,Tienda,Deportes,Tapete de yoga,2,435.17,0.0,162.88,Recurrente,Tarjeta,False,4.0
ORD-001789,2025-04-08,PUE-01,Centro,Tienda,Oficina,Silla ergonómica,1,2878.21,0.1,1859.53,Recurrente,Tarjeta,False,4.0
ORD-001679,2025-08-11,MTY-02,Norte,Tienda,Electrónica,Monitor 24 pulgadas,1,3310.03,0.1,2371.81,Recurrente,Tarjeta,False,4.0
ORD-001846,2025-06-17,GDL-01,Occidente,Tienda,Oficina,Organizador de escritorio,1,280.24,0.0,104.3,Recurrente,Efectivo,True,5.0
ORD-000249,2025-05-02,CAN-01,Sureste,Tienda,Deportes,Tapete de yoga,1,419.92,0.15,162.19,Recurrente,Transferencia,False,3.0
ORD-002342,2025-05-15,MER-01,Sureste,Tienda,Oficina,Organizador de escritorio,4,281.96,0.1,102.65,Nuevo,Tarjeta,False,2.0
ORD-001828,2025-01-10,PUE-01,Centro,Online,Hogar,Licuadora,5,954.71,0.0,552.18,Nuevo,Transferencia,True,4.0
ORD-000054,2025-05-27,GDL-01,Occidente,Tienda,Deportes,Mancuernas 10 kg,2,909.53,0.05,520.39,Nuevo,Tarjeta,True,5.0
ORD-002825,2025-10-23,GDL-01,Occidente,Online,Oficina,Lámpara LED,1,558.24,0.05,242.44,Empresa,Efectivo,False,4.0
ORD-001785,2025-09-20,PUE-01,Centro,Online,Electrónica,Monitor 24 pulgadas,1,3432.07,0.05,2321.35,Empresa,Tarjeta,False,1.0
ORD-002719,2025-09-30,ZAP-01,Occidente,Tienda,Oficina,Organizador de escritorio,1,292.92,1.25,105.71,Recurrente,Tarjeta,False,4.0
ORD-000138,2025-03-10,GDL-02,Occidente,Tienda,Deportes,Tapete de yoga,3,391.34,0.1,163.84,Nuevo,Tarjeta,False,3.0
ORD-001504,2025-08-29,CDMX-02,Centro,Online,Deportes,Tapete de yoga,2,394.92,0.05,157.23,Recurrente,Efectivo,False,5.0
ORD-002772,2025-07-05,PUE-01,Centro,Online,Electrónica,Teclado mecánico,1,1234.74,0.1,729.98,Nuevo,Tarjeta,False,2.0
ORD-002020,2025-09-28,CDMX-02,Centro,Tienda,Hogar,Licuadora,1,997.2,0.0,562.03,Nuevo,Tarjeta,True,5.0
ORD-000844,2025-08-17,MTY-02,Norte,Tienda,Electrónica,Teclado mecánico,1,1233.0,0.1,728.53,Empresa,Efectivo,False,2.0
ORD-001236,2025-05-08,CDMX-02,Centro,Tienda,Oficina,Silla ergonómica,1,2959.87,0.15,1808.47,Recurrente,Tarjeta,False,1.0
ORD-001299,2025-06-04,MTY-02,Norte,Tienda,Hogar,Licuadora,1,995.48,0.0,551.03,Recurrente,Tarjeta,False,4.0
ORD-001650,2025-05-24,CDMX-02,Centro,Tienda,Oficina,Organizador de escritorio,4,290.85,0.0,107.22,Recurrente,Transferencia,False,2.0
ORD-001064,2025-06-02,CHH-01,Norte,Tienda,Deportes,Tapete de yoga,2,406.97,0.1,162.44,Nuevo,Efectivo,False,4.0
ORD-002359,2025-03-29,PUE-01,Centro,Online,Electrónica,Monitor 24 pulgadas,3,3338.76,0.2,2299.05,Recurrente,Efectivo,False,3.0
ORD-001643,2025-06-26,MTY-02,Norte,Tienda,Oficina,Organizador de escritorio,1,287.49,0.1,105.52,Recurrente,Efectivo,False,1.0
ORD-001510,2025-08-06,MTY-02,Norte,Tienda,Electrónica,Teclado mecánico,2,1210.3,0.1,720.11,Nuevo,Tarjeta,False,3.0
ORD-003062,2025-07-09,CHH-01,Norte,Tienda,Electrónica,Audífonos Bluetooth,1,711.89,0.05,380.97,Nuevo,Tarjeta,False,1.0
ORD-000765,2025-10-18,GDL-02,Occidente,Online,Hogar,Juego de sábanas,1,639.2,0.0,312.7,Recurrente,Efectivo,False,1.0
ORD-001951,2025-02-19,VER-01,Golfo,Tienda,Oficina,Lámpara LED,1,532.38,0.15,244.09,Nuevo,Tarjeta,False,4.0
ORD-002496,2025-04-15,PUE-01,Centro,Tienda,Hogar,Licuadora,1,992.79,0.15,551.44,Recurrente,Tarjeta,False,4.0
ORD-000924,2025-12-02,GDL-02,Occidente,Tienda,Oficina,Silla ergonómica,1,3239.5,0.1,1796.03,Nuevo,Tarjeta,False,5.0
